companyname,street,suburb,state,postcode,phone,fax,cellphone,freecall,email,abn,industry
Tactile Ground Surface Indicators,U 11/ 88 Erindale Rd,Balcatta,WA,6021,08 92401888,08 92401988,,,enquiry@guardianstorage.com.au,,disabled persons equipment &/or services
Risbec Design And Drafting,Unit 1/ 45 Cedric St,Stirling,WA,6021,08 92072700,08 92072500,,,risbec@arach.net.au,,drafting services
Superdraft,Suite 9 20 Gibberd Rd,Balcatta,WA,6021,,,,1300936740,info@superdraft.com.au,,drafting services
Paramount Design,Unit 4 511 Wanneroo Rd,Balcatta,WA,6021,08 93453133,08 93496003,,,info@paramountdesign.com.au,51772640554,drafting services
E-station Pty Limited,Unit 4/ 146 Balcatta Rd,Balcatta,WA,6021,08 6102 128,,,,info@e-station.com.au,52141206840,electric vehicles
Acura Electrical,2/ 32 Harrison St,Balcatta,WA,6021,,,0448 843351,,info@acuraelectrical.com.au,,electrical contractors
Desa Australia Pty Limited,Unit 4 15 Halley Rd,Balcatta,WA,6021,08 93384222,,,,adminwa@desa.com.au,,electrical contractors
Bre Wa Services Pty Limited,Unit 4/ 12 Macadam Pl,Balcatta,WA,6021,08 92405686,,,,admin.wa@breservices.com.au,96005056173,electrical contractors
Instant Electrical,28 Challenge Pl,Balcatta,WA,6021,,,0402 051678,,instantelectrical@hotmail.com,,electrical contractors
Potenza Electrical And Communications,36c manoff Rd,Balcatta,WA,6021,,,0412 467822,,potenzaelectricalandcomms@gmail.com,,electrical contractors
Wise Electrical Services,9 Corella St,Stirling,WA,6021,,,0439 854069,,service@wiseelectrical.com.au,,electrical contractors
Cableair,9/ 14 Halley Rd,Balcatta,WA,6021,08 61422056,,,,info@cableair.com.au,16398153874,electrical contractors
Electrical Distributors,Unit 4 8 Abrams St,Balcatta,WA,6021,08 92401699,08 92401537,,,balcatta@electricaldistributors.com.au,82951784381,electrical wsalers
City Electric Supply Pty Limited,Unit 3 96-98 Erindale Rd,Balcatta,WA,6021,08 92407788,,,,sales.balcatta@ces-au.com,,electrical wsalers
Mm Electrical Merchandising,41a Delawney St,Balcatta,WA,6021,08 93454888,,,,Balcatta.Mgr@mmem.com.au,,electrical wsalers
Middys Balcatta,11 Halley Road,Balcatta,WA,6021,08 93455545,08 93455542,,,balcatta@middys.com.au,,electrical wsalers
Ettis,3/ 231 Balcatta Rd,Balcatta,WA,6021,,,,1300038847,info@ettis.com.au,,electronic &/or electric testing equipment
Perth Digital Services,U4/ 11 Whipple St,Balcatta,WA,6021,08 92408200,,,,Business@perthdigital.com.au,,electronic equipment & parts-retail or service
Westec Electronics Pty Limited,Unit 1 146 Balcatta Rd,Balcatta,WA,6021,08 92402 23,,,,sales@westec.com.au,17009075012,electronic parts-wsalers & mfrs
Images,Unit 2 12 Macadam Pl,Balcatta,WA,6021,08 92401274,,,,productions@images.cx,22616791051,embroidery services
Programmed Integrated Workforce,Level 1 13 Gibberd Rd,Balcatta,WA,6021,08 62412600,,,,balcatta@integrated.com.au,,employment services
Mining Employment Services,4/ 15 Crescentsall Rd,Balcatta,WA,6021,08 93448557,,,,carol@miningemployment.com.au,99554465304,employment services
Hrcatalyst,146 Balcatta Rd,Balcatta,WA,6021,08 6141102 ,,,,hrcatalyst.com.au@gmail.com,,employment-labor hire contractors
Balcatta Engines,Unit 5/ 23 Gibberd Rd,Balcatta,WA,6021,08 93443211,,,,balcattaengines@iinet.net.au,,engine reconditioning equipment
Structerre Consulting Engineers,1 Erindale Rd,Balcatta,WA,6021,08 97211733,08 92054501,,,nmather@structerreqld.com.au,71349772837,engineers-consulting
Barnard Enterprises,18 Kenhelm St,Balcatta,WA,6021,08 93453580,08 93453302,0419 931342,,kim@barnard.com.au,74542880221,engineers-general
Envelope Specialists,U2- 249 Balcatta Rd,Balcatta,WA,6021,08 92408556,,,,sales@envelopespecialists.com.au,,envelopes-wsalers & mfrs
Phoenix Environmental Sciences,Shop 1/ 511 Wanneroo Rd,Balcatta,WA,6021,08 93451608,,,,admin@phoenixenv.com.au,60131288938,environmental &/or pollution consultants
R.J. Vincent & Co.,4 Kirke St,Balcatta,WA,6021,08 93453999,,,,reception@rjv.com.au,,excavating &/or earthmoving contractors
Challenge Earthworks,3 Turtle Way,Stirling,WA,6021,,,0407 194131,,zgrasko@hotmail.com,66775467845,excavating &/or earthmoving contractors
Raw Earthmoving,15 Buckle St,Balcatta,WA,6021,,,,,enquiries@rawearthmoving.com.au,,excavating &/or earthmoving contractors
Gregory Aylin Contracting,Unit 2/ 102 Erindale Rd,Balcatta,WA,6021,08 93441789,,,,aylinc@gpps.com.au,,excavating &/or earthmoving contractors
Aaa Ready Fence,Unit 3/ 18 Gibberd Rd,Balcatta,WA,6021,08 92402 00,,,,info@readyfenceperth.com.au,,fencing contractors
Treacy Fencing Co,9 Mumford Pl,Balcatta,WA,6021,08 92402 49,08 92402497,,,admin@treacyfencing.com.au,,fencing contractors
Mortgage & Finance Pty Limited,Suite 12 10 Whipple St,Balcatta,WA,6021,08 92402 00,08 92402441,,,vicq@betterchoice.net.au,,finance brokers
Securitas Private Wealth,211 Balcatta Rd,Balcatta,WA,6021,,,,1300300448,info@securitasprivate.com.au,31159923529,financial planning
Finn Franchise Brokers,Office 15 51 Cedric St,Stirling,WA,6021,08 94406399,,,,steve@franchisebrokers.com.au,,financial planning
Ascend Financial Solutions,Unt 1/ 7 Abrams St,Balcatta,WA,6021,08 92406060,,,,admin@ascendfs.com.au,,financial planning
Short Term Cash Loans,501 Wanneroo Rd,Balcatta,WA,6021,08 93445269,,,,financialexpress@ozemail.com.au,17088884431,financiers
Alcan Fire And Safety Resources,Suite 11 45 Delawney St,Balcatta,WA,6021,08 61628757,,0433 440726,,admin@alcanfiresafety.com.au,81181192912,fire protection equipment & consultants
Ampac Technologies Pty Limited,7 Ledgar Rd,Balcatta,WA,6021,08 92016100,,,,info@ampac.net,,fire protection equipment & consultants
Wa Fire Protection,U4/ 18 Gibberd Rd,Balcatta,WA,6021,08 92401002,08 92401393,,,wafire@bigpond.net.au,38009399624,fire protection equipment & consultants
Innos House,15 30 Erindale Rd,Balcatta,WA,6021,08 92408892,,,,sales@innoshouse.com.au,,fireplaces &/or accessories
Fleet Commercial Gymnasiums Pty Limited,8 Crescentsall Rd,Balcatta,WA,6021,08 92408734,08 93450720,,,grant@fleetcommercial.com.au,65103111388,fitness equipment
Fleet Fitness Equipment Hire And Sales,Unit 1 8 Crescentsall Rd East,Balcatta,WA,6021,08 92402 35,08 92401594,,,sales@fleetfitness.com.au,11735382879,fitness equipment
Berber Carpet Shop The,Unit 6 257 Balcatta Rd,Balcatta,WA,6021,,,0419 908199,,bedhaven@westnet.com.au,,floor coverings
James Florist Supplies,Unit 5 194 Balcatta Rd,Balcatta,WA,6021,08 92401326,,,,jwf2@optusnet.com.au,66009267261,florists supplies
Flowerdaze,Shop 4 Stirling Village Cedric St,Stirling,WA,6021,,,0412 868704,,karintherese14@hotmail.co,62929881864,florists-retail
Elite Food Co,Unit 4 160 Balcatta Rd,Balcatta,WA,6021,08 92482443,08 92482450,,,sales@elitefoods.com.au,,food delicacies
Belmar Italian Fine Food,15 Geddes St,Balcatta,WA,6021,08 93454066,08 93454554,,,belpasta@iinet.net.au,,food products-mfrs & processors
Perth 4x4,160 Balcatta Rd,Balcatta,WA,6021,08 92405748,,,,sales@perth4x4.com.au,30134393043,four wheel drive equipment & accessories
Thermomix - Recipe Community,5 Stretton Pl,Balcatta,WA,6021,,,,1800004838,cass@sevenreasons.com.au,,fruiterers & greengrocers
Total Fuel Injection Service,Unit 3/ 10 Macadam Pl,Balcatta,WA,6021,08 92404800,08 92404808,0418 941274,,startwel@bigpond.com,70050219237,fuel injection-diesel
The Delivery Man,18 Hunston St,Balcatta,WA,6021,,,0407 452805,,fisheriwau@gmail.com,,furniture removals & storage
Chairmen Direct,Unit 7/ 14 Crescentsall Rd,Balcatta,WA,6021,,,0450 037181,,enquiries@chairmendirect.com.au,,furniture-retail
Games Wholesale,1/ 16 Ledgar Rd,Balcatta,WA,6021,08 92404300,,,,sales@gameswholesale.com.au,,games-indoor-supplies
Asap Garage Doors,U6/ 14 Halley Rd,Balcatta,WA,6021,08 93490500,08 93453382,,,admin@asapgaragedoors.com.au,,garage doors & fittings
Northside Mower Repairs,14 Kirke St,Balcatta,WA,6021,08 92402 41,08 92401975,,,northside@iinet.net.au,,garden equipment &/or supplies
Encore Automation,unit 4 199 balcatta Rd,Balcatta,WA,6021,,13 00236267,,1300436267,sales@encoresales.com.au,72149888693,gas detectors
Shambala Furniture And Homewares,3 / 83 Erindale Rd,Balcatta,WA,6021,08 92406677,,,,info@shambalafurniture.com.au,,gift shops
Balcatta Glass,Unit 1 188 Balcatta Rd,Balcatta,WA,6021,08 92404422,08 92404433,,,balcatta.glass@bigpond.com,63074618938,glass merchants &/or glaziers
Direct Glass,Unit 1 213 Balcatta Rd,Balcatta,WA,6021,08 93454086,08 92401285,,,enquiries@directglass.com.au,90793475425,glass merchants &/or glaziers
Peters Glazing Service,12 Halley Rd,Balcatta,WA,6021,08 93442122,,,,admin@petersglazing.com.au,,glass merchants &/or glaziers
Glasscraft Pty Limited,Unit 1 75 Erindale Rd,Balcatta,WA,6021,08 92408311,08 92408344,,,glasscraft@westnet.com.au,77095777843,glass merchants &/or glaziers
John Horton & Associates,One St,Stirling,WA,6021,08 94403883,,,,jha@iinet.net.au,,global positioning systems
Tourfit Golf,Unit 7/ 160 Balcatta Rd,Balcatta,WA,6021,08 92403400,,,,info@tourfitgolf.com.au,,golf equipment & supplies
Golfbox,3/ 7 Erindale Rd,Stirling,WA,6021,08 92428000,,,,balcatta@golfbox.com.au,,golf equipment & supplies
Hair Mart,199 Balcatta Rd,Balcatta,WA,6021,08 92407526,08 92402588,,,balcatta@hairmart.com.au,28375486229,hairdressers supplies
Bunnings Balcatta Warehouse,191 Balcatta Rd,Balcatta,WA,6021,08 93440300,08 93440399,,,balcatta@bunnings.com.au,,hardware-retail
Jays Door Center,Cnr Abrams St & Stretton Pl,Balcatta,WA,6021,08 93453207,08 93448553,,,phill@jaysdoors.com.au,,hardware-retail
Carbatec Wa,168 Balcatta Rd,Balcatta,WA,6021,08 61435788,,,,perth@carbatec.com.au,69653803855,hardware-retail
Headsetera Pty Limited,Unit 18 257 Balcatta Rd,Balcatta,WA,6021,08 94672232,,,,sales@headsetera.com.au,,headsets
Charter Financial Services,9 / 17 Foley St,Balcatta,WA,6021,08 92265123,,,,charterfin002@yahoo.com,51377342156,home  loans
Monique Adams,17/ 199 Balcatta Rd,Balcatta,WA,6021,,,0439 979274,,monique@selectmortgageservices.com.au,,home  loans
Loans My Way,Suite 4/ 1-5 Crescentsall Rd,Balcatta,WA,6021,,,0401 570810,,jess@loansmyway.com.au,,home  loans
Glide Rehabilitation Products,25 Ledgar Rd,Balcatta,WA,6021,08 93453400,08 93451384,,,info@glide.com.au,,home healthcare aids & equipment
Myvista,11 Nugent St,Balcatta,WA,6021,08 94407666,,,,admin@myvista.com.au,75833218709,homes & hostels
Hot Water Experts,1/ 152 Balcatta Rd,Balcatta,WA,6021,,,,1300558036,thomsonsgas1@bigpond.com.au,,hot water systems
Neil Barnett & Associates,103 Roselea Blv,Stirling,WA,6021,,,,,neil@neilbarnett.com.au,,hotel brokers
Identity Australia,Unit 2 8 Corbusier Pl,Balcatta,WA,6021,08 92405801,,,,enquiry@identityaustralia.com.au,,identification equipment &/or services
Work Clobber,Cnr Wanneroo & Halley Roads,Balcatta,WA,6021,08 93454996,,,,admin@workclobber.com.au,37381030536,industrial & protective clothing
Employment Services & Solutions Aust,Lvl1/ 211 Balcatta Rd,Balcatta,WA,6021,08 92404230,08 92404393,,,glilleyman@essa.net.au,33093548013,industrial relations consultants
Applied Instrument Co. Pty Limited,Unit 1/ 9 Corbusier Pl,Balcatta,WA,6021,08 92406999,,,,applied93@iinet.net.au,,instruments-general
Northside Insulation,Unit 4/ 1 Natalie Way,Balcatta,WA,6021,08 92407651,,,,admin@northsideinsulation.com.au,37946216007,insulation contractors
Statham Reg,25/ 199 Balcatta Rd,Balcatta,WA,6021,08 92405989,,,,gavin.statham@sfg.com.au,,insurance agents
Centerwest Insurance Brokers,32 Cedric St,Stirling,WA,6021,08 93497900,,,,enquiries@centrewest.com.au,,insurance brokers
E. Da Insurance Services Division Of Eda Group Pty Limited,32 Cedric St,Stirling,WA,6021,08 93497900,,,,info@edainsurance.com.au,64365488226,insurance brokers
Hotelsapart Linen Supply,6/ 12 Mumford Pl,Balcatta,WA,6021,08 92406656,08 92406657,,,hotelsapart@westnet.com.au,,interior decorators
Ho Luong Jewellery & Handcrafts,27/ 257 Balcatta Rd,Balcatta,WA,6021,08 93441403,,,,ajluong@westnet.com.au,,jewellers-retail
Miglio Australia Pty Limited,Level 1/ 6 Gibberd Rd,Balcatta,WA,6021,08 92406855,,,,admin.aus@miglio.com,74139399116,jewellers-wsalers & mfrs
Straight Edge Steel Frame Homes,Ste 7/ 40 Cedric St,Stirling,WA,6021,08 94400929,,,,straightedge@iinet.net.au,27154498941,kit homes
Granite Transformations,3/ 3 Crescentsall Rd,Balcatta,WA,6021,08 92408111,08 92408300,,,granite@iinet.net.au,,kitchens-renovations &/or equipment
Kitchen Recyclit Waste Chute/s,12 Stretton Pl,Balcatta,WA,6021,08 92409000,,,,lloydr@internationalcabinets.com.au,,kitchens-renovations &/or equipment
Glass Brick Supplies (wa),12 Stretton Pl,Balcatta,WA,6021,08 92409000,,,,joes@internationalcabinets.com.au,,kitchens-renovations &/or equipment
W.A Hospitals Supply,Unit5/ 39 Erindale Rd,Balcatta,WA,6021,08 94469800,,,,info@wahs.com.au,,kitchenware-retail
Supa Stik Labels & Labelling Systems Pty Limited,9 Abrams St,Balcatta,WA,6021,08 94415000,,,,sales@supastik.com.au,30009412462,labels-self-adhesive
Project Artichoke,11/ 37 Cedric St,Stirling,WA,6021,,,0417 951710,,kerri@projectartichoke.com.au,,landscape contractors &/or designers
Grass Scapes,4/ 7 Erindale Rd,Balcatta,WA,6021,08 94461616,,,,sales@grass-scapes.com.au,,lawn & turf supplies
Lawn Mowing Contractors Assoc. Of W.A. Inc.,19 Pompei Crescent,Stirling,WA,6021,08 94401559,,0411 727513,,lmcawa1@bigpond.com,72406124040,lawn cutting & maintenance
Monitor (wa) Pty Limited,2/ 17 Macadam Pl,Balcatta,WA,6021,08 94406600,,,,info@monitorwa.com.au,,library equipment & supplies
L.A.S Lighting,Unit 2/ 68 Erindale Rd,Balcatta,WA,6021,08 92442955,,,,sales@lightingadvisoryservice.com.au,,lighting & accessories-retail
Sonya Lighting Pty. Ltd.,102 Erindale Road,Balcatta,WA,6021,08 93448000,,,,sonya@sonyalighting.com.au,,lighting & accessories-retail
Lighting International Pty Limited,Cnr Erindale & Balcatta Rds,Balcatta,WA,6021,08 93442433,08 93453529,,,sales@lightinginternational.com.au,74008886299,lighting & accessories-retail
Stylelite Pty Limited,Unit 1/ 26 Ledgar Rd,Balcatta,WA,6021,08 92401411,08 92401222,,,debbie@stylelite.com.au,49073062790,lighting & accessories-wsalers & mfrs
Lighting City,10 Gibberd Rd,Balcatta,WA,6021,08 92401008,08 92401178,,,sales@lcrl.com.au,61567518418,lighting consultants
Route 66 Liquor,501 Wanneroo Rd,Balcatta,WA,6021,08 94400099,,,,info@sevenmileinn.com.au,,liquor stores-retail
Main Street Cellars,1/ 426 Main St,Balcatta,WA,6021,08 93497928,08 93497028,,,mainstreetcellars@westnet.com.au,,liquor stores-retail
Austmag,Unit 2a/ 14 Crescentsell Rd,Balcatta,WA,6021,08 92408861,08 92408862,,,sales@austmag.com.au,11897083056,magnets & magnetic materials
Quit Smoking Perth,45 Delawney Street St,Balcatta,WA,6021,,,,1300953881,kris@mindandbodyrevival.com.au,,markets
Chinese Kung Fu & Tai Chi Academy,2-3/ 8 Booth Pl,Balcatta,WA,6021,08 92404240,,,,clfw1@bigpond.com,,martial arts & self defense instruction &/or supplies
Kydare Management,24 Mumford Pl,Balcatta,WA,6021,08 92408400,,,,kydare@bigpond.com,,metallurgists
Kappes Cassiday & Associates Australia,24 Mumford Pl,Balcatta,WA,6021,08 92408400,,,,sales@protectomat.com.au,,metallurgists
Map Digital,5 Paghan Rd,Balcatta,WA,6021,,,0413 383962,,mapdigital@optusnet.com.au,58484823037,mining companies
Dene Selby Finishing Productions,12 Mumford Pl,Balcatta,WA,6021,08 9402 322,,,,dene@deneselby.com.au,,model agencies
Better Choice Mortgage Services,Suite 12 10 Whipple St,Balcatta,WA,6021,08 92402 00,08 92402441,0413 154263,1300805221,admin@betterchoice.net.au,36082954916,mortgage brokers
Matt Kenworthy - Perth Finance & Mortgage Broker,Suite 12/ 10 Whipple St,Balcatta,WA,6021,,,0430 455401,,matthewk@betterchoice.net.au,,mortgage brokers
Mortgage Australia - Daniel Kendall,55b Hamilton St,Stirling,WA,6021,,,0435 908896,,danielkendall@mortgageaustralia.com.au,,mortgage brokers
Newman Auto Center,Unit 4b 14 Crescentsall Rd,Balcatta,WA,6021,08 92402 16,,,,stevelopresti@newmanautos.com,,motor accessories-retail
Auto One Balcatta,87 Erindale Rd,Balcatta,WA,6021,08 93445122,,,,kinsellas1@bigpond.com,,motor accessories-retail
Dynamic Automotives,3- 10 Macadam Pl,Balcatta,WA,6021,08 92406333,,,,dynamicmotors@optusnet.com.au,73852831128,motor engineers & repairers
Odin Auto Repairs,2 Gibberd Rd,Balcatta,WA,6021,08 93448882,,,,sales@odinautoparts.com.au,60682410628,motor engineers & repairers
Eurospec Automotion,Unit 3/ 20 Mumford Pl,Balcatta,WA,6021,08 92408954,,,,eurospec@iinet.net.au,85163292966,motor engineers & repairers
Balcatta Volkswagen & Subaru Specialists,Unit 1/ 96 Erindale Rd,Balcatta,WA,6021,08 93444951,,,,service@vwsubaruspecialists.com.au,,motor engineers & repairers
Mclarens Motors,194 Balcatta Rd,Balcatta,WA,6021,08 92444748,,,,daiman@mclarens.com.au,,motor engineers & repairers
Ultra Tune,1/ 11 Whipple St,Balcatta,WA,6021,08 92405423,08 92405429,,,balcutta@ultratune.com.au,52065214708,motor engineers & repairers
Ultimate Tyre & Brake Auto Service Center,353 Wanneroo Rd,Balcatta,WA,6021,08 93451216,,,,ultimatetb@hotmail.com,98337155388,motor engineers & repairers
Repco Authorised Service,393 Wanneroo Rd,Balcatta,WA,6021,08 93498937,08 93447353,,,mammon@iinet.net.au,,motor engineers & repairers
Negus Auto Services,Unit 7/ 8 Corbusier Pl,Balcatta,WA,6021,08 92402 99,,,,simon@negusautoservices.com.au,,motor engineers & repairers
Veale Auto Parts,Unit 3 15 Halley Rd,Balcatta,WA,6021,08 92072344,,,,robvacca@vealeautoparts.com.au,,motor engineers & repairers
Quickstop Brake & Clutch Center,Unit 1/ 3 Abrams St,Balcatta,WA,6021,08 93454722,,,,quickstop@bigpond.com,29875378490,motor engineers & repairers
Odin Radiator Service,Unit 3 7 Gibberd Rd,Balcatta,WA,6021,08 92717200,08 93000096,,,odin@iinet.net.au,,motor radiator services
Carline,235 Balcatta Rd,Balcatta,WA,6021,08 93441872,,,,wendyshaune@hotmail.com,49074862632,mufflers &/or exhaust systems
A & D Agencies,2/ 31 Ledger Rd,Balcatta,WA,6021,08 92408033,08 92408066,,,leanne.bartlett@adnets.com.au,,nets & netting
Northlands Newsagency,Shop 10 Northlands Plaza Cnr Wanneroo Rd & Amelia St,Balcatta,WA,6021,08 93442929,,,,hasugohil@yahoo.com.au,,newsagents
Engel Land,Unit 3 15 Kirke St,Balcatta,WA,6021,08 92401003,,,,engeland@iinet.net.au,,outdoor adventure activities & supplies
Bruni Trading,549 Karrinyup Rd,Stirling,WA,6021,,08 94459925,,,davide@bruni.com.au,58419266388,packaging materials
Mormac Packaging Australia Pty Limited,Unit 8 89 Erindale Rd,Balcatta,WA,6021,08 92401945,08 92401946,,,sales@mormac.com.au,,packing filling & sealing equipment
Picasso Painting & Decorating Services,Unit 3 30 Manoff Rd,Balcatta,WA,6021,,,0419 915836,,ppd@bigpond.net.au,31449564717,painters & decorators
Preci Painting,1 San Remo Blv North,Stirling,WA,6021,,,0422 073044,,precipainting@gmail.com,68722179752,painters & decorators
Daves Painting & Decorating,10A Alexander St,Balcatta,WA,6021,,,,,davespaintdecor@gmail.com,98652307208,painters & decorators
Vt Coatings,8 Ida St,Balcatta,WA,6021,08 94406547,,,,vtcoatings@bigpond.com,,painters & decorators
Dulux Trade Centers,43 Erindale Rd,Balcatta,WA,6021,08 94453255,,,,balcatta3d@bigpond.com,,paint-wsalers & mfrs
Car & Truck Hospital,Unit 3/ 168 Balcatta Rd,Balcatta,WA,6021,08 92406440,,,,george@carandtruckhospital.com,50081365737,panel beaters &/or painters
Balcatta Ice,Unit 4/ 12 Foley St,Balcatta,WA,6021,08 92407775,,,,info@balcattaice.com.au,52346578236,party supplies
